assembly_models_name,code_form_no,ata_code,reference_amp,description,category_code,issue_date,directive_no,is_rii,show_in_c_of_a,estimated_man_hours,note,applicability
BELL 429,ASB 429-21-56,62,ASB 429-21-56 Part I,"SWASHPLATE INPUT TUBES 429-001-020-101 AND -107, INSPECTION OF.",SB,21-Oct-2021,ASB 429-21-56 Part I,,,0:00, ,Parts I and II - Serial numbers 57001 and subsequent
BELL 429,ASB 429-21-56,62,ASB 429-21-56 Part II,"SWASHPLATE INPUT TUBES 429-001-020-101 AND -107, INSPECTION OF.",SB*,21-Oct-2021,ASB 429-21-56 Part II,,,0:00, ,Parts I and II - Serial numbers 57001 and subsequent.
BELL 429,ASB 429-21-57,62,ASB 429-21-57,"MAIN ROTOR TRANSMISSION GEARSHAFTS 427-040-113-103 AND -111, INSPECTION OF.",SB,23-Oct-2021,ASB 429-21-57,,,0:00, ,"Serial numbers 57048, 57402, 57407, 57408, 57414 through 57417, 57419, 57424, 57426 and 57427 or helicopters equipped with transmission assemblies listed in Table 1."
BELL 429,ASB 429-21-57,62,ASB 429-21-57,"MAIN ROTOR TRANSMISSION GEARSHAFTS 427-040-113-103 AND -111, INSPECTION OF",SB,23-Oct-2021,ASB 429-21-57,,,0:00, ,"Serial numbers 57048, 57402, 57407, 57408, 57414 through 57417, 57419, 57424, 57426 and 57427 or helicopters equipped with transmission assemblies listed in Table 1."
BELL 429,ASB 429-22-58 Rev A,63,ASB 429-22-58,"TRANSMISSION MOUNTED BELLCRANKS AND SUPPORT, INSPECTION OF.",SB,01-Sep-2022,ASB 429-22-58 Rev A,,,0:00, ,"Serial numbers 57001 through 57335, 57338, 57343 and 57346."
BELL 429,ASB 429-22-59,25,ASB 429-22-59,"DUAL CARGO HOOK KITS 429-706-081-101/-105/- 107/-109/-111/-113, INSPECTION AND MODIFICATION OF.",SB,28-Sep-2022,ASB 429-22-59,,,0:00, ,"Serial numbers 57001 through 57359, 57362 through 57369, 57371 through 57375, 57377 through 57386, 57388 through 57404, 57406 through 57437, 57439 through 57453 and 57455 through 57471 equipped with the 429-706-081-111 and -113 dual hook kits."
BELL 429,ASB 429-23-60,64,ASB 429-23-60,"TAIL ROTOR SHAFT ASSEMBLY 429-044-201-107, INSPECTION OF AND INTRODUCTION OF AIRWORTHINESS LIMITATION SCHEDULE.",SB,28-Aug-2023,ASB 429-23-60,,,0:00, ,"Serial numbers 57001 through 57447, 57449, 57450, 57452 through 57460, and 57462 through 57464. [Serial numbers 57448, 57451, 57461, 57465 and subsequent will have the intent of this bulletin accomplished prior to delivery.]"
BELL 429,ASB 429-23-61,23,ASB 429-23-61,"STABILITY AND CONTROL AUGMENTATION SYSTEM (SCAS) ACTUATORS 429-001-065-107/- 109/-111, ONE-TIME INSPECTION OF.",SB,27-Mar-2023,ASB 429-23-61,,,0:00, ,"Serial numbers 57001 through 57403, 57405 through 57440, 57442 through 57445, 57450, and 57453."
BELL 429,ASB 429-23-61 RA,23,ASB 429-23-61,"STABILITY AND CONTROL AUGMENTATION SYSTEM (SCAS) ACTUATORS 429-001-065-107/- 109/-111, ONE-TIME INSPECTION OF.",SB,26-Sep-2023,ASB 429-23-61 RA,,,0:00, ,Serial numbers 57001 through 57468
BELL 429,ASB 429-24-62,63,ASB 429-24-62,"MAIN ROTOR PITCH LINK ROD END 429-010-433- 103, ONE TIME VERIFICATION OF.",SB,12-Mar-2024,ASB 429-24-62,,,0:00, ,Serial numbers 57001 through 57500 equipped with rod end serial numbers identified in Table 1. Table 1 - Affected 429-010-433-103 Rod End Serial Numbers: TI292 TI300 TI0394 TI0421 TI293 TI301 TI0398 TI0426 TI294 TI302 TI0406 TI0427 TI295 TI303 TI0407 TI0435 TI296 TI304 TI0410 TI0436 TI297 TI305 TI0414 TI0438 TI298 TI307 TI0416 TI0439 TI299 TI308 TI0419 TI0445
BELL 429,ASB 429-24-63,64,ASB 429-24-63,"TAIL ROTOR BLADE 429-016-101-105 ABRASION STRIP, INSPECTION OF.",SB,21-Mar-2024,ASB 429-24-63,,,0:00, ,"PART I: Serial numbers 57001 and subsequent. PARTS II & III: Serial numbers 57001 and subsequent, equipped with tail rotor blade serial numbers listed in Table 1."
BELL 429,ASB 429-24-63 RB,64,ASB 429-24-63 RB,"TAIL ROTOR BLADE 429-016-101-105 ABRASION STRIP, INSPECTION OF",SB,06-Nov-2024,ASB 429-24-63 RB,,,0:00, ,"PART I: Serial numbers 57001 and subsequent. PARTS II & III: Serial numbers 57001 and subsequent, equipped with tail rotor blade serial numbers listed in Table 1"
BELL 429,ASB 429-24-63 Rev C,65,ASB 429-24-63 Rev C,"TAIL ROTOR BLADE 429-016-101-105 ABRASION STRIP, INSPECTION OF.",SB#,02-Feb-2026,ASB 429-24-63 Rev C,,,0:00, ,"PART I: Serial numbers 57001 and subsequent. PARTS II & III: Serial numbers 57001 and subsequent, equipped with tail rotor blade serial numbers listed in Table 1."
BELL 429,ASB 429-24-63RA,64,ASB 429-24-63RA,"TAIL ROTOR BLADE 429-016-101-105 ABRASION STRIP, INSPECTION OF.",SB,30-May-2024,ASB 429-24-63RA,,,0:00, ,"PART I: Serial numbers 57001 and subsequent. PARTS II & III: Serial numbers 57001 and subsequent, equipped with tail rotor blade serial numbers listed in Table 1."
BELL 429,ASB 429-25-64 Rev A Part 1,28,ASB 429-25-64 Rev A Part 1,"NON-CONFORMING FUEL PROBES, REPLACEMENT OF",SB,12-Feb-2025,ASB 429-25-64 Rev A Part 1,,,0:00, , 
BELL 429,ASB 429-25-64 Part 1,28,ASB 429-25-64 Part 1,"NON-CONFORMING FUEL PROBES, REPLACEMENT OF",SB,12-Feb-2025,ASB 429-25-64 Part 1,,,0:00, ,"Serial numbers 57001 through 57475, 57477 through 57480, 57483, 57484, 57486 through 57488, 57490 through 57492."
BELL 429,ASB 429-25-64 Part 2,28,ASB 429-25-64 Part 2,"NON-CONFORMING FUEL PROBES, REPLACEMENT OF.",SB,12-Feb-2025,ASB 429-25-64 Part 2,,,0:00, ,"Serial numbers 57001 through 57475, 57477 through 57480, 57483, 57484, 57486 through 57488, 57490 through 57492"
BELL 429,ASB 429-25-64 Rev A Part 2,28,ASB 429-25-64 Rev A Part 2,"NON-CONFORMING FUEL PROBES, REPLACEMENT OF.",SB,12-Feb-2025,ASB 429-25-64 Rev A Part 2,,,0:00, ,"Serial numbers 57001 through 57475, 57477 through 57480, 57483, 57484, 57486 through 57488, 57490 through 57492"
BELL 429,ASB 429-25-65,62,ASB 429-25-65,"MAIN AND TAIL ROTOR HYDRAULIC SERVOS 429-382-001-113/-115 MAIN CONTROL VALVE (MCV) DRIVE RODS, ONETIME INSPECTION OF.",SB,16-Jun-2025,ASB 429-25-65,,,0:00, ,"Serial numbers 57001 through 57507, 57509 through 57522 and 57524 through 57531."
BELL 429,ASB 429-25-66 Part 1,53,ASB 429-25-66 Part 1,"FORWARD LIFT FRAME COVERS 429-030-565- 101/-102/-105/-106 GAP CONDITION, ONE TIME INSPECTION AND RE-WORK OF",SB,01-May-2025,ASB 429-25-66 Part 1,,,0:00, ,"Serial numbers 57001 through 57447, 57449 through 57507, 57509 through 57532, 57535, 57539 through 57542"
BELL 429,ASB 429-25-66 Part 2,53,ASB 429-25-66 Part 2,"FORWARD LIFT FRAME COVERS 429-030-565- 101/-102/-105/-106 GAP CONDITION, ONE TIME INSPECTION AND RE-WORK OF",SB,01-May-2025,ASB 429-25-66 Part 2,,,0:00, ,"Serial numbers 57001 through 57447, 57449 through 57507, 57509 through 57532, 57535, 57539 through 57542"
BELL 429,ASB 429-25-66 Rev A Part 1,53,ASB 429-25-66 Rev A Part 1,"FORWARD LIFT FRAME COVERS 429-030-565- 101/-102/-105/-106 GAP CONDITION, ONE TIME INSPECTION AND RE-WORK OF",SB,27-May-2025,ASB 429-25-66 Rev A Part 1,,,0:00, ,"Serial numbers 57001 through 57447, 57449 through 57507, 57509 through 57532, 57535, 57539 through 57542"
BELL 429,ASB 429-25-66 Rev A Part 2,53,ASB 429-25-66 Rev A Part 2,"FORWARD LIFT FRAME COVERS 429-030-565- 101/-102/-105/-106 GAP CONDITION, ONE TIME INSPECTION AND RE-WORK OF",SB,27-May-2025,ASB 429-25-66 Rev A Part 2,,,0:00, ,"Serial numbers 57001 through 57447, 57449 through 57507, 57509 through 57532, 57535, 57539 through 57542."
BELL 429,ASB 429-25-67,64,ASB 429-25-67,"TAIL ROTOR PITCH LINK ASSEMBLIES 429-012- 212-105 AND -107, INSPECTION OF.",SB*,21-May-2025,ASB 429-25-67,,,0:00, ,"Serial numbers 57001 and subsequent, equipped with tail rotor pitch link serial numbers listed in Table 1."
BELL 429,ASB 429-25-68,21,ASB 429-25-68,MISSING OIL PASSAGE IN MAIN TRANSMISSION AIR CONDITIONING QUILL ASSEMBLY 429-040-030-101.,SB,12-Aug-2025,ASB 429-25-68,,,0:00, ,"Serial numbers 57499, 57509 through 57515, 57517, 57518, 57520 through 57523, 57525 AND 57528."
BELL 429,ASB 429-25-69,25,ASB 429-25-69,"CORPORATE (LEATHER) CREW SEAT COVERS, REPLACEMENT OF",SB#,16-Oct-2025,ASB 429-25-69,,,0:00, ,"[Serial numbers 57001 through 57186, 57191, 57192,57197, 57198, 57202, 57207, 57218, 57219, 57221,57224, 57226, 57228 through 57231, 57238 through 57240, 57242, 57245, 57248, 57249, 57251, 57252,57256 through 57259, 57261 through 57265, 57268 through 57270, 57273 through 57275, 57277 through 57281, 57284, 57287, 57289, 57292 through 57295, 57297 through 57302, 57304, 57305, 57307, 57312, 57313, 57316 through 57320, 57324, 57329 through 57333, 57335, 57337 through 57341, 57344, 57346, 57348, 57352, 57353, 57357, 57358, 57360, 57361, 57364 through 57368, 57370, 57374 through 57377, 57379 through 57384, 57386, 57388 through 57399,57401 through 57408, 57412]"
BELL 429,ASB 429-25-70,25,ASB 429-25-70,"FIRE EXTINGUISHER ALUMINUM TUBING, INSPECTION OF.",SB,25-Sep-2025,ASB 429-25-70,,,0:00, ,429
BELL 429,ASB 429-26-71 Rev1,26, ,"Segmented Shaft Assembly 429-044-250-105, Replacement of.",SB#,21-Jan-2026,ASB 429-26-71 Rev1,,,0:00, ,"Serial numbers 57516, 57518, 57520, 57522, 57523, 57527, 57528, 57531, 57532, 57537, 57545, 57546, 57549 and helicopters with spare shafts identified in Table 1 [Serial numbers 57001 through 57515, 57517, 57519, 57521, 57524 through 57526, 57529, 57530, 57533 through 57536, 57538 through 57544, 57547, 57548, 57550 and subsequent will have the intent of this bulletin accomplished prior to delivery.]"
BELL 429,ASB 429-26-72,67,ASB 429-26-72,"NEW PILOT CYCLIC STOP PART NUMBER 429-001-357-103, INTRODUCTION OF.",SB,18-Feb-2026,ASB 429-26-72,,,0:00, ,"Serial numbers 57001 through 57547, 57549, 57552 through 57554, 57556, 57558 and 57559."
BELL 429,ASB 429-26-73,63,ASB 429-26-73,"MAIN TRANMISSION CLUTCH ASSEMBLY BEARING 406-040-530-103, INSPECTION OF.",SB#,17-Feb-2026,ASB 429-26-73,,,0:00, ,Serial numbers 57001 through 57543.
BELL 429,429-16-33-I,63,ASB 49-16-33,"MAIN ROTOR HUB MAST ADAPTER AND MAST INSPECTION, INTRODUCTION OF.",SB,10-Nov-2016,ASB 49-16-33 Part I,,,0:00, ,"Serial numbers 57001 through 57156, 57158 through 57239, 57241 through 57279, 57289, and 57293 through 57296."
BELL 429,429-19-43 Rev A,62,ASB NO: 429-19-43 Rev A,"MAIN ROTOR MAST ASSEMBLY 429-040-011-105 LOWER SPLINE INSPECTION, INTRODUCTION OF",SB*,02-Apr-2019,ASB NO: 429-19-43 Rev A,,,0:00, ,Serial numbers 57001 and subsequent.
BELL 429,CF-2015-16 R3,64,ASB 429-15-16 R C,Tail Rotor - Pitch Link Spherical Bearing Accelerated Wear,AD*,14-May-2021,CF-2015-16 R3,,,0:00, ,"Bell Helicopter Textron Canada Limited (Bell) model 429 helicopters, serial numbers 57001 through 57401."
BELL 429,CF-2016-11 R3,27,ASB 429-15-21 Rev C,Flight Controls - Corrosion of Bellcrank Pivot Bearings,AD*,13-Sep-2021,CF-2016-11 R3,,,0:00, ,"Bell Textron Canada Limited (Bell) model 429 helicopters, all serial numbers."
BELL 429,CF-2016-11R3,27,ASB 429-15-21 Rev C,Flight Controls - Corrosion of Bellcrank Pivot Bearings.,SB,13-Sep-2021,CF-2016-11R3,,,0:00, ,"Bell Textron Canada Limited (Bell) model 429 helicopters, all serial numbers."
BELL 429,2018-16,25,ASB 429-15-27,Equipment / Furnishings - Seat Belt Comfort Clips Adverse Effect on Occupant Restraint,AD,28-Jun-2018,CF-2018-16,,,0:00, ,"Bell Helicopter Textron Canada Limited (BHTCL) model 206, 206A, 206A-1, 206B, 206B-1, 206L, 206L-1, 206L-3, 206L-4, 222, 222B, 222U, 230, 407, 427, 429 and 430 helicopters, all serial numbers."
BELL 429,2018-18,65,ASB 429-18-40,Tail Rotor Drive - Loose Tail Rotor Gearbox,AD,16-Jul-2018,CF-2018-18,,,0:00, ,"Bell Helicopter Textron Canada Limited (BHTCL) model 429 Helicopters, serial numbers 57001 through 57321, 57323 through 57341, 57343 through 57346, 57348, and 57350."
BELL 429,2018-35,65,"ASB 429-18-41,",Tail Rotor Drive - Tail Rotor Gearbox - Introduction of Attachment Hardware Recurring Torque Check,AD*,02-Jan-2019,CF-2018-35,,,0:00, ,"Bell Helicopter Textron Canada Limited (BHTCL) model 429 Helicopters, serial numbers 57001 and subsequent."
BELL 429,2019-03,4,CF-2019-03,Time Limits/Maintenance Checks - New Airworthiness Life Limitations,AD,14-Feb-2019,CF-2019-03,,,0:00, ,"Bell Helicopter Textron Canada Ltd. (BHTCL) model 429 Helicopters, serial numbers 57001 through 57351."
BELL 429,2019-15,64,CF-2019-15,Tail Rotor System - Incorrect Assembly,AD,27-Apr-2019,CF-2019-15,,,0:00, ,"Bell Helicopter Textron Canada Limited (BHTCL) model 429 helicopters, serial numbers 57001 through 57363."
BELL 429,2019-16,27,ASB 429-19-46,Flight Control System - Yaw Trim Runaway,AD,08-May-2019,CF-2019-16,,,0:00, ,"Bell Helicopter Textron Canada Limited (BHTCL) model 429 helicopters, serial numbers 57001 and subsequent."
BELL 429,2020-11,67,CF-2020-11,Flight Controls - Incorrectly Staked Directional Control Bellcrank Bearing,AD,30-Apr-2020,CF-2020-11,,,0:00, ,"Bell Textron Canada Limited (Bell) model 429 helicopters, serial numbers 57001 through 57210, 57212 through 57344, 57346 through 57371, 57374 through 57377 and 57380"
BELL 429,2020-18 R1,31,CF-2020-18,Indicating/Recording System - Rotorcraft Flight Manual- Prohibit the use of Map-Mode on Left Hand Side and Right Hand Side Display Units,AD#,11-Dec-2020,CF-2020-18 R1,,,0:00, ,"Bell Textron Canada Limited (Bell) model 429 helicopters, serial numbers 57001 through 57369, 57371, and 57373."
BELL 429,CF-2020-18 R2,34,CF-2020-18 R2,Indicating/Recording System - Rotorcraft Flight Manual - Prohibit the use of Map-Mode on Left Hand Side and Right Hand Side Display Units.,AD,27-Jan-2022,CF-2020-18 R2,,,0:00, ,"Bell Textron Canada Limited (Bell) model 429 helicopters, serial numbers 57001 through 57369, 57371, and 57373."
BELL 429,CF-2020-21R1,25,ASB 429-20-52,Equipment / Furnishings - Incorrectly Manufactured Emergency Flotation System (EFS) Supply Hoses,AD#,02-Sep-2020,CF-2020-21 R1,,,0:00, ,"Bell Textron Canada Limited (Bell) model 429 helicopters, all serial numbers."
BELL 429,CF-2021-15,64,ASB 429-19-47,Fuselage - Tail Rotor Gearbox Support Assembly to Tailboom Attachment Discrepant Rivets,AD*,28-Apr-2021,CF-2021-15,,,0:00, ,"Bell Textron Canada Limited (Bell) model 429 helicopters, serial numbers 57001 and subsequent."
BELL 429,CF-2021-53,34,FAA AD 2021-23-13,Navigation - Rotorcraft - Prohibition of Operations Requiring Radio Altimeter in the Presence of 5G C-Band Wireless Broadband Interference.,AD,24-Dec-2021,CF-2021-53,,,0:00, ,This AD applies to all helicopters certificated in any category for which the design approval document holder is identified below: 1) Airbus Helicopters 2) Airbus Helicopters Deutschland GmbH 3) Bell Textron Canada Limited 4) Hélicoptères Guimbal 5) Leonardo S.p.a. and equipped with a radio (also known as radar) altimeter
BELL 429,DGCA / BELL 429 / 36,64,TC AD CF-2024-11,Tail Rotor Blade Abrasion Strip Cracks,MOD,25-Mar-2024,DGCA / BELL 429 / 36,,,0:00, ,"Bell Textron Canada Limited (Bell) model 429 helicopters, serial numbers 57001 and subsequent"
BELL 429,DGCA / BELL 429 / 38,53,TC AD Number: CF-2025-60 ASB 429-19-47,Fuselage - Tail Rotor Gearbox Support Assembly to Tailboom Attachment Discrepant Rivets,MOD*,07-Dec-2025,DGCA / BELL 429 / 38,,,0:00, ,"Bell Textron Canada Limited (Bell) model 429 helicopters, serial numbers 57001 and subsequent."
BELL 429,DGCA / BELL 429 / 39,67,FAA AD: 2026-06-02,"Joint Aircraft System Component (JASC) Code 6700, Rotorcraft flight control.",MOD,24-Mar-2026,DGCA / BELL 429 / 39,,,0:00, ,"This AD applies to Bell Textron Canada Limited Model 429 helicopters, certificated in any category, as identified in Transport Canada AD CF-2025-16, dated March 17, 2025 (Transport Canada AD CF-2025-16)."
BELL 429,DGCA / NEW MISC / 261,78,EASA AD 2024-0221,ATA 78 - Exhaust - Engine / Turbocharger Exhaust System / Components - Inspection,MIS,04-Dec-2024,DGCA / NEW MISC / 261,,,0:00, ,"This AD applies to all turbocharged reciprocating engine-powered aircraft and turbocharged reciprocating engines, types and models that have an affected part installed, as well as to those for which an affected part is eligible for installation"
BELL 429,DGCA / NEW MISCELLANEOUS / 237R1,25,FAA AD 2024-26-02,"Joint Aircraft System Component (JASC) Code: 2500, Cabin Equipment/Furnishings.",MIS,17-Feb-2025,DGCA / NEW MISCELLANEOUS / 237R1,,,0:00, ,"The buckles identified in paragraph (c)(1) of this AD may be installed on, but not limited to, The Boeing Company, Bombardier Inc., Learjet Inc., Mitsubishi Heavy Industries, Ltd., Textron Aviation, Inc. (type certificate (TC) previously held by Cessna Aircraft Company), and Viking Air Limited (TC previously held by de Havilland, Inc.) model airplanes and Airbus Helicopters (TC previously held by Eurocopter France) model helicopters, certificated in any category."
BELL 429,DGCA / NEW MISCELLANEOUS / 258,72,DGCA-25012(05)/103/2023-AW,Use of Indian MOGAS on Indian registered Aircraft.,MIS,13-Feb-2024,DGCA / NEW MISCELLANEOUS / 258,,,0:00, ,This MISC MOD applies to Tecnam P2006T and Tecnam 2008JC Aircraft Model Which are fitted with Rotax 912 Series engines.
BELL 429,DGCA / NEW MISCELLANEOUS / 260,25,FAA AD 2024-20-07,"Joint Aircraft System Component (JASC) Code: 2560, Emergency Equipment; and 3212, Emergency Flotation Section.",MIS,08-Nov-2024,DGCA / NEW MISCELLANEOUS / 260,,,0:00, ,"Bell Textron Canada Limited Model 206A, 206B, 206L, 206L-1, 206L-3, 206L-4 and 407 helicopters modified by STC SR01535LA"
BELL 429,DGCA / NEW MISCELLANEOUS / 262,34,FAA AD 2025-07-01,"Joint Aircraft System Component (JASC) Code 3417, Air Data Computer.",MIS,11-Apr-2025,DGCA / NEW MISCELLANEOUS / 262,,,0:00, ,This AD applies to THOMMEN AIRCRAFT EQUIPMENT AG (THOMMEN) AC32 Digital Air Data Computers (ADCs) having an affected part as defined in paragraph (f)(1) of this AD.
BELL 429,DGCA / NEW MISCELLANEOUS / 263,25,UK CAA AD No. G-2025-0002,ATA: 25 - Equipment / Furnishings - Pilot & Co-Pilot Seats - Inspection / Modification.,MIS,16-Apr-2025,DGCA / NEW MISCELLANEOUS / 263,,,0:00, ,"Type 3A063 pilot and co-pilot crew seats, identified by series Part Number (P/N) in Table below. These crew seats are known to be installed on, but not limited to, ATR-GIE Avions de Transport Régional ATR 42 and ATR 72 aeroplanes."
BELL 429,DGCA / NEW MISCELLANEOUS / 263R1,25,UK CAA AD No. G-2025-0002 - Correction,ATA: 25 - Equipment / Furnishings - Pilot & Co-Pilot Seats - Inspection / Modification,MIS,30-Apr-2025,DGCA / NEW MISCELLANEOUS / 263R1,,,0:00, ,"Type 3A063 pilot and co-pilot crew seats, identified by series Part Number (P/N) in Table below. These crew seats are known to be installed on, but not limited to, ATR-GIE Avions de Transport Régional ATR 42 and ATR 72 aeroplanes."
BELL 429,DGCA / NEW MISCELLANEOUS / 266,25,UK CAA AD G-2025-0005,Equipment / Furnishings -Passenger Seats - Modification,MIS#,06-Oct-2025,DGCA / NEW MISCELLANEOUS / 266,,,0:00, ,Acro Series 9 Passenger Seats with the part number listed in Appendix 1 to this AD.
BELL 429,DGCA / NEW MISCELLANEOUS / 267,35,EASA AD 2025-0222,Oxygen - Portable Breathing Equipment - Operational Instructions,MIS#,17-Oct-2025,DGCA / NEW MISCELLANEOUS / 267,,,0:00, ,"Portable Breathing Equipment (PBE) Part Number (P/N) 15-40F-11 and P/N 15-40F-80, all serial numbers. The affected PBE may be eligible for installation on any aircraft and may have been installed during the aircraft manufacturing process (production line), or in-service modification, either through a Supplemental Type Certificate, or using Type Certificate Holder (TCH) approved modification instructions, or through a non-TCH modification approval."
BELL 429,DGCA / NEW MISCELLANEOUS / 268,34,"DGCA letter reference no.: DGCA-21011/2/2022-AW, dated 19/11/2025",5G C-Band (3300 - 3600 MHz) - Fitment of modified Radio Altimeters on aircraft - reg,MIS,19-Nov-2025,DGCA / NEW MISCELLANEOUS / 268,,,0:00, ,"This order applies to all rotorcrafts certificated in any category, equipped with radio altimeter(s). These radio altimeters are installed on various rotorcraft models including but not limited to, the rotorcrafts for which the design approval holder is identified below: 1. Airbus helicopters 2. Bell helicopters 3. Enstrom Helicopter Corporation 4. Kamov Helicopter 5. Leonardo S.p.A. 6. Robinson helicopters"
BELL 429,DGCA / NEW MISCELLANEOUS / 269,25,EASA AD 2025-0295,ATA 25 - Equipment / Furnishings - Pallet Net - Limitation,MIS#,22-Dec-2025,DGCA / NEW MISCELLANEOUS / 269,,,0:00, ,"Pallet nets part number 5010-2M4N-()-()()(), all serial numbers manufactured on or before 20 May 2025. The affected pallet nets can be carried on board of various aircraft types, included, but not limited to, large aeroplanes used for transportation of passengers and/or freight."
BELL 429,DGCA / NEW MISCELLANEOUS / 270,25,EASA AD 2025-0294,ATA 25 - Equipment / Furnishings - Medical Seats - Modification,MIS#,22-Dec-2025,DGCA / NEW MISCELLANEOUS / 270,,,0:00, ,"Medical seat part number 9613-1-35-( ), serial numbers 3241, 3242, 3243, 3244, 3245, 3473, 3474, 3475, 3476, 3481, 3482, 3483, 3484, 3546, 3547, 3548, 3549, 3575, 3576, 3577, 3578, 3591, 3646, 3647, 3648, 3649, 3703, 3958, 3959, 3960, 3961, 4114, 4115, 4116, 4117, 4118, 4119, 4120, 4121, 4122, 4131, 4132, 4133, 4134, 4135, 4175, 4180, 4202, 4203, 4204, 4205, 4206, 4207, 4208, 4209, 4210, 4211, 4212 and 4213. These seats are known to be installed on, but not limited to, Airbus Helicopters Deutschland (AHD) EC135, AHD MBB-BK 117, Bell Textron Canada 429 and Bell Textron 412 helicopters."
BELL 429,DGCA / NEW MISCELLANEOUS / 270R1,25,EASA AD No.: 2025-0294R1,ATA 25 - Equipment / Furnishings - Medical Seats - Modification,MIS#,10-Feb-2026,DGCA / NEW MISCELLANEOUS / 270R1,,,0:00, ,"Medical seat Part Number (P/N) 9613-1-35-( ), serial numbers (s/n) 3241, 3242, 3243, 3244, 3245, 3473, 3474, 3475, 3476, 3481, 3482, 3483, 3484, 3546, 3547, 3548, 3549, 3575, 3576, 3577, 3578, 3591, 3646, 3647, 3648, 3649, 3703, 3958, 3959, 3960, 3961, 4114, 4115, 4116, 4117, 4118, 4119, 4120, 4121, 4122, 4131, 4132, 4133, 4134, 4135, 4175, 4180, 4202, 4203, 4204, 4205, 4206, 4207, 4208, 4209, 4210, 4211, 4212 and 4213."
BELL 429,DGCA / NEW MISCELLANEOUS / 271,35,EASA AD 2025-0297,ATA 35 - Oxygen - Portable Breathing Equipment - Removal From Service,MIS#,23-Dec-2025,DGCA / NEW MISCELLANEOUS / 271,,,0:00, ,"Portable Breathing Equipment (PBE) Part Number (P/N) 15-40F-11 and P/N 15-40F-80, having manufacturing date between November 2015 and March 2017 (inclusive), and a serial number (s/n) as listed in Appendix A of the SB."
BELL 429,DGCA / NEW MISCELLANEOUS / 271R1,35,EASA AD No.: 2025-0297R1,ATA 35 - Oxygen - Portable Breathing Equipment - Removal from Service,MIS#,17-Feb-2026,DGCA / NEW MISCELLANEOUS / 271R1,,,0:00, ,"Portable Breathing Equipment (PBE) Part Number (P/N) 15-40F-11 and P/N 15-40F-80, having manufacturing date between November 2015 and March 2017 (inclusive), and a serial number (s/n) as listed in Appendix A of the SB."
BELL 429,DGCA / NEW MISCELLANEOUS / 153R16,25,EASA AD 2015-0226R8,Not Applicable as Hoist not installed.,MIS,22-Jul-2025,DGCA / NEW MISCELLANEOUS / 153R16,,,0:00, ,"This AD applies to the following helicopters, when equipped with a Goodrich hoist having a Part Number (P/N) as listed in Table 1 of this AD: Leonardo AW109SP, AB139, AW139 and AB412 (all models) helicopters, all serial numbers (s/n); BTI 212, 214 and 412 helicopters (all models), all s/n; BTCL 429 and 430 helicopters, all s/n; AH AS 365 N3, AS 332 L2 and EC225 LP helicopters, all s/n; AHD MBB-BK117 C-2, EC135 and EC635 (all models) helicopters, all s/n; MDHI MD900 helicopters, all s/n; and Sikorsky S-61 (all models), S-76A, S-76B, S-76C and S-92A helicopters, all s/n."
BELL 429,DGCA / NEW MISCELLANEOUS / 259,22,FAA AD 2024-14-03,"Joint Aircraft System Component (JASC) Code 2210, Autopilot System.",MIS,19-Jul-2024,DGCA / NEW MISCELLANEOUS / 259,,,0:00, ,"This AD applies to all airplane models specified in Table 1 to paragraph (c) of this AD, certificated in any category, having a Garmin GFC 500 Autopilot System that includes an optional GSA 28 pitch trim servo installed per Supplemental Type Certificate No. SA01866WI using Master Drawing List 005-01264-00, Revisions 1 through 76."
BELL 429,M130,35,FAA AD 2012-11-09 R1,"Oxygen, To Eliminate a hazards that could Jeopardize flight safety and to ensure that all Lavatories have a supplemental Oxygen supply.",MIS,26-Jul-2012,DGCA /New Misc/130 Rev 3,,,0:00, ,"This AD applies to transport category airplanes, in passenger-carrying operations, as specified in paragraph (c)(1) or (c)(2) of this AD. (1) Airplanes that complied with the requirements of AD 2011-04-09, Amendment 39-16630 (76 FR 12556, March 8, 2011). (2) Airplanes equipped with any chemical oxygen generator installed in any lavatory and are: (i) Operating under part 121 of the Federal Aviation Regulations (14 CFR part 121); or (ii) U.S. registered and operating under part 129 of the Federal Aviation Regulations (14 CFR part 129), with a maximum passenger capacity of 20 or greater."
