part_no,description,part_type,location,min_stock_level,rate,unit,category,serialized_status
060-0017-00,Gyro Horizon,Vendor Part,,0,0,EACH,Rotable,
060-0017-0000,Flight Command Indicator,Vendor Part,,0,0,EACH,Rotable,
060-0026-00,Vertical Gyro,Vendor Part,,0,0,EACH,Repairable,
060-0033-00,Rate Gyro KRG332,Vendor Part,,0,0,EACH,Rotable,
060018-1,Belt,Vendor Part,,0,0,EACH,Expendable,
061-11800,Cylinder Brake,Vendor Part,,0,0,EACH,Expendable,
0613/9000/2LT,Activator for 4125,Vendor Part,,0,0,EACH,Consumable,
06-190125,Strobe beacon,Vendor Part,,0,0,EACH,Accessories,
062-10800,PISTON,Vendor Part,,0,0,Each.,Consumable,
0624-AE7010100J231,Hose,Vendor Part,,0,0,EACH,Expendable,
063015A01,Button,Vendor Part,,0,0,EACH,Expendable,
063-1007-00,"Transceiver, HF",Vendor Part,AV,0,0,EACH,Repairable,
063-98-01474,"Connector, CVR",Vendor Part,,0,0,EACH,Expendable,
064-01072-0101,"POWER AMP INSTALL, KPA 1052",Vendor Part,,0,0,EACH,Expendable,
064-01073-0101,"HF RCVR/EXCTR INSTL, KPA 1053",Vendor Part,,0,0,EACH,Expendable,
064-01074-0101,"ANTENNA COUPLER INSTALL, KAC 1",Vendor Part,,0,0,EACH,Expendable,
064-01500,Plate-back,Vendor Part,,0,0,EACH,Expendable,
064-1015-01,"Receiver/Exciter Unit, HF System",Vendor Part,,0,0,EACH,Repairable,
064-1016-00,"Control, Digital, HF System",Vendor Part,,0,0,EACH,Repairable,
064-1017-01,"Coupler Unit, Antenna",Vendor Part,,0,0,EACH,Repairable,
064-1019-01,VHF Communication,Vendor Part,AV,0,0,EACH,Repairable,
064-1023-00,VHFCommunication Equipment,Vendor Part,,0,0,EACH,Repairable,
064-1023-04,"RECEIVER/TRANSMITTER, VHF",Vendor Part,,0,0,EACH,Expendable,
064-102-Q-00,"Antenna, HF",Vendor Part,RS,0,0,EACH,Expendable,
064-1054-30,"VHFCommunication Equipment, KY-196A",Vendor Part,AV,0,0,EACH,Repairable,
064135141-11,valve assy. control,Vendor Part,,0,0,EACH,Expendable,
065.0086.17,Mode Control,Alternate Part,,0,0,EACH,Rotable,
065-00056-0059,"Servo, Elevator Autopilot",Vendor Part,,0,0,EACH,Rotable,
065-00089-16,Altitude Preselector,Vendor Part,,0,1800,EACH,Repairable,
065-00157-00,"Actuataor, Liear",Vendor Part,,0,0,EACH,Repairable,
065-00159-0501,MODE SELECTOR,Vendor Part,,0,0,Each.,Component,
065-00164-0100,"Trim Adapter, KTA336",Vendor Part,,0,0,EACH,Rotable,
065-00165-0100,"Actuator, Pitch Linear",Vendor Part,AV,0,0,EACH,Repairable,
065-00179-0600,Yaw Damper,Vendor Part,,0,0,EACH,Expendable,
065-0030-00,Servo Mount,Vendor Part,,0,0,EACH,Repairable,
065-0041-00,Pitch Trim Servo Mount,Vendor Part,,0,0,EACH,Repairable,
065-0042-15,Auto Pilot Controller,Vendor Part,,0,0,EACH,Rotable,
065-0046-02,Altitude Preselector,Vendor Part,,0,0,EACH,Repairable,
065-0056-086,Servo Actuator,Vendor Part,,0,0,EACH,Equipment,
065-0056-56,Servo Actuator,Vendor Part,,0,0,EACH,Equipment,
065-0056-59,KSA372 SERVO ACTUATOR,Vendor Part,,0,0,EACH,Rotable,
065-0056-80,"Yaw Servo, KSA 372",Vendor Part,,0,0,EACH,Rotable,
065-0059-01,Pitch Servo,Vendor Part,,0,0,EACH,Repairable,
065-0060-01,Primary Servo,Vendor Part,,0,0,EACH,Repairable,
065-0061-36,Trim Servo,Vendor Part,,0,0,EACH,Repairable,
065-0064-15,"Computer, Auto-Pilot",Vendor Part,,0,0,EACH,Instrument,
065-0082-12,KDC481T,Vendor Part,,0,0,EACH,Equipment,
065-0085-10,Air Data Computer KDC222,Vendor Part,,0,0,EACH,Rotable,
065-0086-17,Mode Control,Vendor Part,,0,0,EACH,Rotable,
065-0089-16,Altitude Preselector,Alternate Part,,0,0,EACH,Repairable,
06-5022-6800,Fluid Service Unit,Vendor Part,,0,0,EACH,Equipment,
066-00300,Lining,Vendor Part,,0,0,EACH,Expendable,
066-01055-71,"Amplifier, Isolation",Alternate Part,AV,0,0,EACH,Repairable,
066-01130-0701,"NAV RECEIVER,KN40",Vendor Part,,0,0,EACH,Rotable,
066-01141-0101,Transponder,Vendor Part,,0,0,EACH,Repairable,
066-01143-0201,"Transponder, MST-67A Mode S",Vendor Part,,0,0,EACH,Repairable,
066-01143-0601,Transponder,Vendor Part,,0,0,EACH,Expendable,
066-01145-0101,TCAS,Vendor Part,,0,0,EACH,Expendable,
066-01148-0101,GPS KLN89B Receiver,Vendor Part,,0,0,EACH,Repairable,
066-01148-0102,Gps Kln89b Receiver,Vendor Part,,0,0,EACH,Expendable,
066-01153-0101,Radio Altimeter,Vendor Part,,0,0,EACH,Repairable,
066-01156-0101,"Transponder, ATC, KT76C",Vendor Part,,0,0,EACH,Repairable,
066-01171-2304,IVSI,Vendor Part,,0,0,EACH,Expendable,
066-01171-2704,"TCAS Indicator,28V",Vendor Part,,0,0,EACH,Rotable,
066-01175-2101,KMH-820 Awareness Unit,Vendor Part,,0,0,EACH,Accessories,
066-03060-0001,"Indicator, Radio Magnetic",Vendor Part,,0,0,EACH,Repairable,
066-03062-0008,Altimeter,Vendor Part,,0,0,EACH,Repairable,
066-03064-0001,ENCODING ALTIMETER,Vendor Part,,0,0,EACH,Instrument,
066-03064-0005,"Altimeter, Encoding",Vendor Part,,0,0,EACH,Repairable,
066-03123-1500,EFIS Display Unit,Vendor Part,,0,0,EACH,Repairable,
066-03125-2500,EFIS Display Unit,Vendor Part,,0,11700,EACH,Repairable,
066-03125-2500-EFIS,EFIS Display,Vendor Part,,0,0,EACH,Repairable,
066-03137-3100,EFSI Display 551,Vendor Part,,0,0,EACH,Repairable,
066-03300,Brake Liner,Vendor Part,,0,0,EACH,Expendable,
066-04021-1110,"Generator, Symbol",Vendor Part,,0,0,EACH,Repairable,
066-04021-1111,Symbol Generator,Vendor Part,,0,0,EACH,Rotable,
066-04031-1121,KLN 90B GPS,Vendor Part,,0,0,EACH,Repairable-On Condition,
066-04031-1122,KLN 90B IFR GPS Receiver,Vendor Part,,0,0,EACH,Repairable,
066-04035-0101,KMD 540,Vendor Part,,0,0,EACH,Expendable,
066-04035-0301,KMD 540,Vendor Part,,0,0,EACH,Rotable,
066-06200,"Lining, Brake",Vendor Part,,1,0,EACH,Expendable,
066-1021-01,Receiver Marker Beacon,Vendor Part,,0,0,EACH,Rotable,
066-10500,Brake Lining,Vendor Part,,0,0,EACH,Expendable,
066-1055-52,"Amplifier, Isolation",Vendor Part,RS,0,0,EACH,Repairable,
066-1055-71,"Amplifier, Isolation",Vendor Part,AV,0,0,EACH,Repairable,
066-1061-03,Radar Altimeter - KRA 10A,Vendor Part,,0,0,EACH,Instrument,
066-1062-00,Transponder,Vendor Part,RS,0,0,EACH,Repairable,
066-1066-2,DME Transreciever,Vendor Part,,0,0,EACH,Repairable,
066-1066-23,"TRANSCEIVER, DME",Vendor Part,,0,0,EACH,Expendable,
066-1069-01,DME Indicator,Vendor Part,,0,0,EACH,Equipment,
066-1070-01,Distance Measuring Equipment Indicator,Vendor Part,,0,0,EACH,Repairable,
066-1072-00,"Receiver, ADF, KR87",Vendor Part,,0,0,EACH,Repairable,
066-1072-04,"Receiver, ADF",Vendor Part,,0,0,EACH,Repairable,
066-1077-01,ADF RECEIVER KDF 806,Vendor Part,,0,0,EACH,Rotable,
066-1078-00,Navigation Receiver,Vendor Part,,0,0,EACH,Repairable,
066-1078-10,KNR-634A NAV Receiver,Vendor Part,,0,0,EACH,Repairable,
066-1105-00,"Receiver, ADF",Vendor Part,,0,0,EACH,Repairable,
066-1130-0701,NAV RECEIVER KN40,Vendor Part,,0,0,EACH,Rotable,
066-1130-6701,NAV RECEIVER KN40,Alternate Part,,0,0,EACH,Rotable,
066-12901,Lining,Vendor Part,,0,0,EACH,Expendable,
066-3031-00,Radar Altimeter,Vendor Part,,0,0,EACH,Repairable,
066-3034-02,VOR/LOC Indicator,Vendor Part,,0,0,EACH,Rotable,
066-3034-14,Course Deviation Indicator,Vendor Part,,0,0,EACH,Repairable,
066-3038-00,Radio Magnetic Indicator,Vendor Part,AV,0,0,EACH,Repairable,
066-3044-00,"INDICATOR, RADIO ATTITUDE",Vendor Part,,0,0,EACH,Expendable,
066-3044-01,"Indicator, Radio Altimeter",Vendor Part,,0,0,EACH,Repairable,
066-3046-05,Pictorial Navigation Indicator,Vendor Part,,0,0,EACH,Repairable,
066-3046-07,Pictorial Navigation Indicator KI-525A,Vendor Part,,0,0,EACH,Repairable,
066-3048-05,"Indicator, Horizontal Situation, KI-525A",Vendor Part,,0,0,EACH,Repairable,
066-3054-01,"Altimeter, Radio",Vendor Part,RS,0,0,EACH,Repairable,
066-3056-00,VOR/LOC Indicator,Vendor Part,,0,0,EACH,Repairable,
066-3060-01,Radio Magnetic Indicator,Vendor Part,,0,0,EACH,Repairable,
066-3063-00,"Indicator,ADF KI227",Vendor Part,,0,0,EACH,Instrument,
066-3063-0000,"Indicator, ADF",Vendor Part,,0,0,EACH,Repairable,
066-3064-05,ALTIMETER ENCODING,Vendor Part,AV,0,0,EACH,Repairable,
066-3077-64,Vertical Speed Indicator,Vendor Part,,0,0,EACH,Instrument,
066-3081-00,Horizontal Situation Indicator,Vendor Part,,0,0,EACH,Repairable,
066-3084-32,Radar Indicator,Vendor Part,,0,0,EACH,Equipment,
066-4009-00,"Convertor, VOR/LOC",Vendor Part,RS,0,0,EACH,Repairable,
067-06300,Spacer,Vendor Part,,0,0,EACH,Equipment,
067-06700,Spacer,Vendor Part,,0,0,EACH,Expendable,
068-01100,Shim,Vendor Part,,0,0,EACH,Expendable,
068-02800,Shim,Vendor Part,IVA2,0,0,EACH,Expendable,
068-03100,Shim,Vendor Part,,0,0,EACH,Expendable,
06848P-15238F80848,Spacer,Vendor Part,,0,0,EACH,Expendable,
068-E5542-00,90 DAY BEACON MOD KIT,Vendor Part,,0,0,EACH,Expendable,
068E5542-00,90days ULB conversion kit,Vendor Part,,0,0,EACH,Expendable,
069-01100,Anchor Pin,Vendor Part,XB14,0,79.2,EACH,Expendable,
069-01900,Bolt,Vendor Part,,0,0,EACH,Expendable,
069-1024-35,VHF/COMM/NAV,Vendor Part,,0,0,EACH,Repairable,
069-1024-36,VHF COMM TC RCVR,Vendor Part,,0,0,EACH,Repairable,
069-1024-39,"VHF Navcom Radio Set, KX-155",Vendor Part,,0,0,EACH,Repairable,
069-1024-43,VHF Nav Com Radio Set,Vendor Part,,0,0,SET,Rotable,
069-1025-25,KX-165 NAV/COM,Vendor Part,,0,0,EACH,Repairable,
06DU08,Bushing,Standard Part,,0,0,EACH,Expendable,
06E19769-1.00,Gasket,Vendor Part,,0,0,EACH,Expendable,
06E19769-1-00,Gasket,Vendor Part,,0,0.84,EACH,Expendable,
06F11AC,Filter,Vendor Part,,0,0,EACH,Expendable,
06Z-9345,Belt - Compression,Vendor Part,,0,0,EACH,Expendable,
070-310-0,"Tire, Nose Wheel",Vendor Part,,0,0,EACH,Expendable,
07076A52L101-1,Name Plate,Vendor Part,,0,0,EACH,Expendable,
07076A52L101-2,Name Plate,Vendor Part,,0,0,EACH,Expendable,
07076B02A400-2,UPPER CIRCUIT BREAKER PANEL,Vendor Part,,0,0,EACH,Accessories,
071-00097-0100,"Module, Configuration",Vendor Part,,0,0,EACH,Repairable,
0710015-13,Spring,Vendor Part,,0,0,EACH,Expendable,
071-00161-0102,Pacific Database,Vendor Part,,0,775,EACH,Expendable,
071-00163-0102,Data Base,Vendor Part,,0,0,EACH,Expendable,
071-00167-0103,Pacific Database,Vendor Part,,0,350,EACH,Expendable,
07100-20629,Cone Bearing,Vendor Part,,0,0,EACH,Expendable,
071-00221-0010,Transponder Antenna,Vendor Part,,0,0,EACH,Repairable,
071-01052-0000,Valve Flux KMT-112,Vendor Part,,0,0,EACH,Expendable,
071-01438-0702,Radar Controll Panel,Vendor Part,,0,0,EACH,Repairable,
071-01439-3100,Control Panel,Vendor Part,,0,0,EACH,Expendable,
071-01511-0101,EFIS/MFD Control Panel,Vendor Part,,0,0,EACH,Rotable,
071-01519-0101,ART 2000,Vendor Part,,0,0,EACH,Repairable,
071-01523-0305,KLN 90B DATA CARD,Vendor Part,,0,1555,EACH,Expendable,
071-01549-0100,Antenna Array,Vendor Part,,0,0,EACH,Expendable,
071-01549-0200,"Antenna, Weather Radar",Vendor Part,,0,0,EACH,Rotable,
071-01553-0200,"Antenna, GPS",Vendor Part,RS,0,0,EACH,Repairable,
071-01591-0001,Transponder Antenna,Superseed Part,,0,0,EACH,Repairable,
071-01605-0201,"CONTROL HEAD INSTALL, PS 440",Vendor Part,,0,0,EACH,Expendable,
071-04037-0001,Blower,Vendor Part,AV,0,320,EACH,Repairable,
07-110-0115,"Cable,Smart",Vendor Part,,0,0,EACH,Expendable,
0711021-12,Spacer,Vendor Part,,0,0,EACH,Expendable,
0711038-1,Hinge - Pin door,Vendor Part,,0,0,EACH,Expendable,
071-1052-00,Azimuth Transmitter,Vendor Part,,0,0,EACH,Equipment,
071-1174-00,Transponder Antenna,Vendor Part,,0,0,EACH,Repairable,
071-1210-09,KFS-586,Vendor Part,,0,0,EACH,Rotable,
071-1214-00,KIT-950 HF ANTENNA,Vendor Part,,0,0,EACH,Expendable,
071-1215-70,KFS-598,Vendor Part,,0,0,EACH,Repairable,
071-1216-12,Nav Control-KFS564,Vendor Part,,0,0,EACH,Instrument,
071-1216-15,"CONTROLLER, VHF NAVIGATION",Vendor Part,,0,0,EACH,Expendable,
071-1242-01,Slaving Acc. KA51B,Vendor Part,,0,0,EACH,Instrument,
071-1268-01,"ADAPTER, HF CONTROLLER UNIT",Vendor Part,,0,0,EACH,Expendable,
0711311-132-1,"SWITCH, HYD. MODULE PRESSURE",Vendor Part,,0,0,EACH,Expendable,
071-312-0,TIRE,Vendor Part,,0,0,EACH,Expendable,
07-224,"Pressure Gage, Differential",Vendor Part,AV,0,0,EACH,Expendable,
072-315-0,Tire 6.00x6-4Ply,Vendor Part,,0,0,EACH,Expendable,
07-261-08-024,Bushing Sleeve,Vendor Part,,0,0,EACH,Expendable,
073-08502,Plate,Vendor Part,,0,0,EACH,Expendable,
0732611-10,Stabilizer - RIB Nose,Vendor Part,,0,0,EACH,Expendable,
074-06600,Plate back,Vendor Part,,0,0,EACH,Expendable,
0741623-4,Tread Assy,Vendor Part,,0,0,EACH,Expendable,
0743009-1,Spacer,Vendor Part,,0,0,EACH,Expendable,
0752620-3,Spacer,Vendor Part,,0,0,EACH,Expendable,
0756041-1,Gasket,Vendor Part,,0,0,EACH,Expendable,
076-204-001,"WINDSHIELD LH, PLASTIC",Vendor Part,,0,0,EACH,Expendable,
076-367-0,Tyre,Vendor Part,,0,0,EACH,Expendable,
076-446-1,Tire 29X11.0-10 10 PLY,Vendor Part,,0,0,EACH,Expendable,
07-730068-001,"Plate, MT SV",Vendor Part,,0,0,EACH,Expendable,
07-730068-003,Plate,Vendor Part,,0,0,EACH,Expendable,
077-367-0,Tire,Vendor Part,,0,0,EACH,Expendable,
078-446-1,Tire,Vendor Part,,0,0,EACH,Expendable,
079-00300,Screw Bleeder,Vendor Part,,0,0,EACH,Expendable,
0798-CESSNA 208B POH,Pilots Operating Hand Book,Vendor Part,,0,0,EACH,Publications,
08-0119-8000,"Sling, Engine, CJ1",Vendor Part,,0,0,EACH,Special Tool,
081-00100,Seat-bleeder,Vendor Part,,0,0,EACH,Expendable,
081-00200,BLEEDER SEAT,Vendor Part,,0,0,Each.,Consumable,
08125-20629,Bearing,Vendor Part,XIV B5,0,0,EACH,Expendable,
082-00900,Spring,Vendor Part,,0,0,EACH,Expendable,
082-02000,"Spring, Friction",Vendor Part,,0,0,EACH,Expendable,
08231-20629,Bearing,Vendor Part,XIV B5,0,0,EACH,Expendable,
0823V103SG608X,"Pump, Vacuum",Vendor Part,TOOL ROOM,0,0,EACH,Expendable,
08300-03,Seal,Vendor Part,,0,0,EACH,Expendable,
0841200-15,Ring,Vendor Part,,0,0,EACH,Expendable,
0842000-36,Tube Axel,Vendor Part,,0,350,EACH,Rotable,
0842000-37,Bucket,Vendor Part,,0,0,EACH,Expendable,
085041-01,Drain Valve (receiver Drier),Vendor Part,,0,0,EACH,Expendable,
0850410-1,Drain Valve-EPA Can,Vendor Part,,0,0,EACH,Expendable,
088-00100,Insulator,Vendor Part,,0,0,EACH,Expendable,
088-03500,Insulator,Vendor Part,,0,0,EACH,Expendable,
089-5534-20,Screw,Vendor Part,VF1,0,0,EACH,Expendable,
08DU08,Bushing,Vendor Part,,0,0,EACH,Expendable,
090002-0,Valve - Expansion,Vendor Part,,0,0,EACH,Expendable,
090016-5,Reciver Drier Bottle,Vendor Part,,0,0,EACH,Repairable,
0900-1840-22,"EPU, 28-24",Vendor Part,,0,0,EACH,Repairable,
0900-1840-22T,"EPU, 28-24",Alternate Part,,0,0,EACH,Repairable,
09-02033-1,Torque Seal (Red Colour),Vendor Part,,0,0,EACH,Consumable,
092-06700,Piston Assy,Vendor Part,,0,0,EACH,Expendable,
09228P-15,"CONNECTOR,ELEC U-92A/U",Vendor Part,,0,0,EACH,Accessories,
092-348-0,Tube,Vendor Part,,0,0,EACH,Expendable,
09-25810-1,Torque Seal (Orange colour),Vendor Part,,0,0,EACH,Consumable,
09-25810-1 (ORG COLOUR),Torque Seal,Vendor Part,,0,0,EACH,Consumable,
09-260015-001,Tankless Water Heater,Vendor Part,,0,0,Each.,Instrument,
09-260018-001,IWG-T18 Tankless Water Heater-18Kw,OEM Part,,0,0,EACH,Equipment,
093-00002-0020,Cotter Pin,Vendor Part,,0,0,EACH,Expendable,
09301-01,"Test Cart, TKS System",Vendor Part,,0,0,EACH,Equipment,
093382-000,Wrench,Vendor Part,IVF2,0,0,EACH,Special Tool,
094-10400,Nut,Vendor Part,,0,0,EACH,Expendable,
0941101-1-5,"ARMATURE, 5"" MOTOR",Vendor Part,,0,0,EACH,Expendable,
094-13200,Nut,Vendor Part,XXIIIA14,0,0,EACH,Expendable,
094-13800,Nut,Vendor Part,,0,0,EACH,Expendable,
094-15800,Nut,Vendor Part,,0,0,EACH,Expendable,
094-16400,Nut,Alternate Part,,0,0,EACH,Expendable,
095-02800,Washer,Vendor Part,XXIIA15,0,0,EACH,Expendable,
095-10400,Washer,Vendor Part,,0,0,EACH,Expendable,
095-10500,Washer,Vendor Part,,0,0,EACH,Expendable,
095-10600,Washer,Vendor Part,,0,0,EACH,Expendable,
095-14300,Washer,Vendor Part,XXIIIA15,0,0,EACH,Expendable,
095-71400,Washer,Vendor Part,XXIIA7,0,0,EACH,Expendable,
097-373-0,Tube Main Gear,Alternate Part,,0,0,EACH,Expendable,
099-012-001,Seal,Vendor Part,,0,0,Inch,Expendable,
099-030-00,Selector,Vendor Part,XC2,0,0,EACH,Expendable,
099-030-121,Screw,Vendor Part,,0,0,EACH,Expendable,
099-050-222,Sealant,Vendor Part,,0,0,PINT KIT,Consumable,
099-845-103,Spacer Assy,Vendor Part,,0,0,EACH,Expendable,
099-845-123,Clamp,Vendor Part,,0,0,EACH,Expendable,
0L3071,Lamp,Vendor Part,,0,0,EACH,Expendable,
1 1/16-12UN-3A,Adapter,Vendor Part,,0,0,EACH,Special Tool,
"1,63X7,65-61D6",O-Ring,Vendor Part,XB7,0,0,EACH,Expendable,
"1,83X8,92-61D6",O-Ring,Vendor Part,VIIIC9,0,0,EACH,Expendable,
"1,9X18,12-23B7",O-Ring,Vendor Part,XE7,0,2.79,EACH,Expendable,
1.6X10,Split Pin,Vendor Part,,0,0,EACH,Expendable,
1.6X20,Split Pin,Vendor Part,,0,0,EACH,Expendable,
1.6X25-IS549,Split Pin,Vendor Part,,0,0,EACH,Expendable,
1.8X18,Split Pin,Vendor Part,,0,0,EACH,Expendable,
1.9X18.12.23B7,O-ring,Vendor Part,,0,0,EACH,Expendable,
1.9X18.12-23B7,O-ring,Vendor Part,,0,0,EACH,Expendable,
1/2-2-81-301,"Transmitter, Fuel Flow",Vendor Part,,0,0,EACH,Repairable,
1/2X13.6X6.0,Evaporator - Filter,Vendor Part,,0,0,EACH,Expendable,
1/8X1-3/4,Cotter Pin,Vendor Part,,0,0,EACH,Expendable,
10% - 60%(6 SPOTS)HIC,Humidity Indicator card,Vendor Part,,0,0,EACH,Expendable,
10.2421.0131,"RUBBER SECT,SEG,NEOPRENE",Vendor Part,,0,0,METRE,Expendable,
100-000127,Placard,Vendor Part,,0,0,EACH,Expendable,
100-000127-1,Placard,Superseed Part,,0,0,EACH,Expendable,
100-008-1109,Seal,Vendor Part,,0,0,EACH,Expendable,
100-008-8815,Seal,Vendor Part,,0,0,EACH,Expendable,
100-009-8810,Seal,Vendor Part,,0,0,EACH,Expendable,
10-001-1,Adapter,Vendor Part,BVIIB4,0,0,EACH,Expendable,
100-011-8810,Seal,Vendor Part,,0,0,EACH,Expendable,
100-013-1109,Seal,Vendor Part,,0,0,EACH,Expendable,
100-0140-01,Fuel Drain Valve,Vendor Part,,0,0,EACH,Expendable,
100-0140-1,Valve,Alternate Part,,0,0,EACH,Expendable,
100-0206-01,Emergency Power Supply,Vendor Part,,0,0,EACH,Equipment,
100-022-1109,Seal,Vendor Part,,0,0,EACH,Expendable,
100-026-1109,Seal,Vendor Part,,0,0,EACH,Expendable,
100-028-5611,Seal,Alternate Part,,0,0,EACH,Expendable,
100-029-1,"Plate, radio call",Vendor Part,,0,0,EACH,Expendable,
100-035-125-12,Pin,Vendor Part,,0,0,EACH,Expendable,
100-035-187,Pin,Vendor Part,,0,0,EACH,Expendable,
100-035-187.5-30.5,Pin,Vendor Part,,0,0,EACH,Expendable,
100-036-8805,Seal,Vendor Part,,0,0,EACH,Expendable,
10-003D2,Adapter,Vendor Part,,0,0,EACH,Expendable,
100-046S112A1,Plug,Vendor Part,,0,0,EACH,Expendable,
100-046S48A1,Plug Button,Vendor Part,,0,0,EACH,Expendable,
100-046S56A1,Plug,Vendor Part,,0,0,EACH,Expendable,
100-046S60A1,Plug Button,Vendor Part,,0,0,EACH,Expendable,
100-046S84T1,Plug Button,Vendor Part,,0,0,EACH,Expendable,
100-048-5-1,Pin,Vendor Part,,0,0,EACH,Expendable,
100-048-5-3,PIN,Vendor Part,,1,1.55,EACH,Expendable,
100-048-5-4,PIN,Vendor Part,,1,3,EACH,Expendable,
100-048-5-6,PIN,Vendor Part,,0,3.15,EACH,Expendable,
100-048-5-8,Pin,Vendor Part,BVIE6,0,0,EACH,Expendable,
100-048-6-4,Pin,Vendor Part,,0,0,EACH,Expendable,
100-049-8-4,Pin,Vendor Part,,0,0,EACH,Expendable,
100-049-8-5,Pin,Vendor Part,,0,0,EACH,Expendable,
100-050B1000,Plug,Vendor Part,IIF5,0,0,EACH,Expendable,
100-0540-04,Emergency Battery,Vendor Part,,1,0,EACH,Repairable,
10-0055-3,Light Assembly,Vendor Part,,0,0,EACH,Repairable,
100-071-5,Decal,Vendor Part,BVIIE9,0,0,EACH,Expendable,
100-071-7,Plate,Vendor Part,,0,0,EACH,Expendable,
10-007-2,Pin,Vendor Part,,0,0,EACH,Expendable,
100-075-5W,Plate,Vendor Part,BVIIE8,0,0,EACH,Expendable,
100-075-9Y,Plate - ID,Vendor Part,,0,0,EACH,Expendable,
100-085-6-3-5,Pin Stud,Vendor Part,,0,0,EACH,Expendable,
100-088-1,Identification Plate,Vendor Part,,0,0,EACH,Expendable,
100-100-1,"Plate, Bezel",Vendor Part,BVF6,0,0,EACH,Expendable,
100-100-10,Plate,Vendor Part,XXIIA2,0,0,EACH,Expendable,
100-100-5,Plate,Vendor Part,BVF8,0,0,EACH,Expendable,
100101-000,Filter Oil,Vendor Part,,0,0,LTR,Consumable,
100101-000-USG,"Oil,AFS",Vendor Part,,0,0,Gallon,Consumable,
100-106-4,Plate,Vendor Part,,0,0,EACH,Expendable,
100-106-5,Plate,Vendor Part,,0,0,EACH,Expendable,
100-106-6,Plate,Vendor Part,,0,0,EACH,Expendable,
100-110-5611,Seal,Alternate Part,,0,0,EACH,Expendable,
100-112-1911,Seal,Vendor Part,,0,0,EACH,Expendable,
100-114-5611,Seal,Vendor Part,,0,0,EACH,Expendable,
100-125-5611,Seal,Alternate Part,,0,0,EACH,Expendable,
100-147-8815,Seal,Vendor Part,,0,0,EACH,Expendable,
100-149-8815,Seal,Vendor Part,,0,0,EACH,Expendable,
100-155-8815,Seal,Vendor Part,,0,0,EACH,Expendable,
100-1600-04,Invertor,Vendor Part,,0,0,EACH,Repairable,
100201-000,"Cleaner, Filter",Vendor Part,,0,0,LTR,Consumable,
100201-000 -AFS,"Cleaner,filter",Vendor Part,,0,0,Gallon,Consumable,
100201-000-USG,"Cleaner, Air Filter",Vendor Part,,0,0,EACH,Consumable,
100201-001,AFS filter cleaner,Vendor Part,,0,0,LTR,Consumable,
100201-1,"Heater Assy, Fuel Vent MAS",Vendor Part,,0,0,EACH,Expendable,
100-204-1,Identification Plate,Vendor Part,,0,0,EACH,Expendable,
100-204-2,Plate,Vendor Part,,0,0,EACH,Expendable,
100205-000,"Cleaner,AIR FILTER",Vendor Part,,0,0,Gallon,Consumable,
100-215-8815,Seal,Vendor Part,,0,0,EACH,Expendable,
100-222-8815,O-ring,Vendor Part,,0,0,EACH,Expendable,
100-226-8815,O-Ring,Vendor Part,,0,0,EACH,Expendable,
100230/231/232,Carring bag for 15ah StartStick,Vendor Part,,0,0,EACH,Commercial,
100-230-8815,Seal,Vendor Part,,0,0,EACH,Expendable,
100-232-8815,Seal,Vendor Part,,0,0,EACH,Expendable,
100-251-035,Head Set,Alternate Part,,0,0,EACH,Accessories,
100-281-2272,Seal,Vendor Part,,0,0,EACH,Expendable,
10035-11424,Altimeter,Vendor Part,,0,0,EACH,Rotable,
100-361045-1,Suppressor,Vendor Part,,0,0,EACH,Expendable,
100-361045-31,Diode Assy motor,Vendor Part,,0,0,EACH,Component,
100-364295-3,CONTROL ASSY TEMP,Standard Part,,0,0,EACH,Expendable,
100-38000-187,"Probe, Fuel Transmission",Vendor Part,RS,0,0,EACH,Repairable,
100-380006-113,Probe Fuel Quantity,Vendor Part,,0,0,EACH,Expendable,
100-380006-169,Fuel Probe,Vendor Part,,0,0,EACH,Expendable,
100-380006-171,"Probe, Fuel Quantity",Vendor Part,,0,2125.93,EACH,Expendable,
100-380006-185,Probe Nacelle,Vendor Part,,0,0,EACH,Expendable,
100-380006-77,"Probe, Fuel Quantity",Superseed Part,,0,0,EACH,Expendable,
100-380007-13,Shunt,Vendor Part,,0,0,EACH,Expendable,
100-380007-3,Shunt,Vendor Part,,0,0,EACH,Expendable,
100-381005-11,Fuel Cap,Vendor Part,,0,0,EACH,Expendable,
100-381006-1,NLG down lock Switch,Vendor Part,,0,0,EACH,Expendable,
100-384040,Flap Motor Assembly,Vendor Part,,0,600,EACH,Repairable,
100-384054-1,Vertical Speed Indicator,Vendor Part,,0,0,EACH,Repairable,
100-384072-5,Compressor Drive Motor,Vendor Part,,0,0,EACH,Rotable,
100-384112-1,Belt Compressor Drive,Vendor Part,,0,33.62,EACH,Expendable,
100-384118-21,"Power Supply , Light Assembly",Vendor Part,,0,0,EACH,Expendable,
100-384118-24,Strobe Light Assembly,Vendor Part,AII,0,0,EACH,Expendable,
100-384118-25,Light Assembly,Vendor Part,,0,0,EACH,Repairable,
100-384125,Antenna,Vendor Part,,0,0,EACH,Expendable,
100-389005-11,Starter Generator,Vendor Part,,0,0,EACH,Rotable,
100-389018-23,Pressure Switch,Vendor Part,,0,0,EACH,Repairable,
100-389018-27,Switch - Fuel Pressure,Vendor Part,,0,0,EACH,Expendable,
