Aircraft,Assembly,Serial No,Log Page,Routing From,Routing To,Departure_ICAO,Arrival_ICAO,DepartureTime,TakeOffTime,TouchDownTime,ArrivalTime,Departure UTC,Take Off UTC,Touch Down UTC,Arrival UTC,Flight Time,CON. FLT. TIMES,BlockTime,CON. BLOCK TIMES,TOTAL A/C TIME,TOTAL CYCLES,CYLCES FLOWN,Flight Log Classification
VT-VPA,HAWKER 800XP,258415,0110,84,143,Not A,Not A,26-Dec-2021 19:40,26-Dec-2021 19:57,26-Dec-2021 20:43,26-Dec-2021 21:00,26-Dec-2021 14:10,26-Dec-2021 14:27,26-Dec-2021 15:13,26-Dec-2021 15:30,0:46,0.8,1:20,1.3,4975:01,3478,1,
VT-VPA,HAWKER 800XP,258415,0111,143,110,Not A,Not A,29-Dec-2021 08:20,29-Dec-2021 08:44,29-Dec-2021 11:37,29-Dec-2021 12:00,29-Dec-2021 02:50,29-Dec-2021 03:14,29-Dec-2021 06:07,29-Dec-2021 06:30,2:53,2.9,3:40,3.7,4977:54,3479,1,
VT-VPA,HAWKER 800XP,258415,0112,110,DELHI,Not A,,31-Dec-2021 11:45,31-Dec-2021 11:59,31-Dec-2021 14:06,31-Dec-2021 14:20,31-Dec-2021 06:15,31-Dec-2021 06:29,31-Dec-2021 08:36,31-Dec-2021 08:50,2:07,2.1,2:35,2.6,4980:01,3480,1,
VT-VPA,HAWKER 800XP,258415,0112,DELHI,87,,Not A,31-Dec-2021 15:00,31-Dec-2021 15:15,31-Dec-2021 18:16,31-Dec-2021 18:30,31-Dec-2021 09:30,31-Dec-2021 09:45,31-Dec-2021 12:46,31-Dec-2021 13:00,3:01,3.0,3:30,3.5,4983:02,3481,1,
VT-VPA,HAWKER 800XP,258415,0113,87,110,Not A,Not A,01-Jan-2022 12:15,01-Jan-2022 12:31,01-Jan-2022 15:44,01-Jan-2022 16:00,01-Jan-2022 06:45,01-Jan-2022 07:01,01-Jan-2022 10:14,01-Jan-2022 10:30,3:13,3.2,3:45,3.8,4986:15,3482,1,
VT-VPA,HAWKER 800XP,258415,0114,110,DELHI,Not A,,02-Jan-2022 14:55,02-Jan-2022 15:07,02-Jan-2022 15:43,02-Jan-2022 15:55,02-Jan-2022 09:25,02-Jan-2022 09:37,02-Jan-2022 10:13,02-Jan-2022 10:25,0:36,0.6,1:00,1.0,4986:51,3483,1,
VT-VPA,HAWKER 800XP,258415,0114,DELHI,143,,Not A,02-Jan-2022 16:40,02-Jan-2022 16:59,02-Jan-2022 19:21,02-Jan-2022 19:40,02-Jan-2022 11:10,02-Jan-2022 11:29,02-Jan-2022 13:51,02-Jan-2022 14:10,2:22,2.4,3:00,3.0,4989:13,3484,1,
VT-VPA,HAWKER 800XP,258415,0115,143,DELHI,Not A,,03-Jan-2022 16:15,03-Jan-2022 16:32,03-Jan-2022 19:08,03-Jan-2022 19:25,03-Jan-2022 10:45,03-Jan-2022 11:02,03-Jan-2022 13:38,03-Jan-2022 13:55,2:36,2.6,3:10,3.2,4991:49,3485,1,
VT-VPA,HAWKER 800XP,258415,0115,DELHI,143,,Not A,03-Jan-2022 20:05,03-Jan-2022 20:28,03-Jan-2022 22:52,03-Jan-2022 23:15,03-Jan-2022 14:35,03-Jan-2022 14:58,03-Jan-2022 17:22,03-Jan-2022 17:45,2:24,2.4,3:10,3.2,4994:13,3486,1,
VT-VPA,HAWKER 800XP,258415,0116,143,VAAH,Not A,Not A,13-Jan-2022 08:30,13-Jan-2022 08:48,13-Jan-2022 10:33,13-Jan-2022 10:50,13-Jan-2022 03:00,13-Jan-2022 03:18,13-Jan-2022 05:03,13-Jan-2022 05:20,1:45,1.8,2:20,2.3,4995:58,3487,1,
VT-VPA,HAWKER 800XP,258415,0116,VAAH,143,Not A,Not A,13-Jan-2022 18:10,13-Jan-2022 18:38,13-Jan-2022 20:13,13-Jan-2022 20:40,13-Jan-2022 12:40,13-Jan-2022 13:08,13-Jan-2022 14:43,13-Jan-2022 15:10,1:35,1.6,2:30,2.5,4997:33,3488,1,
VT-VPA,HAWKER 800XP,258415,0117,143,VAUD,Not A,Not A,15-Jan-2022 07:50,15-Jan-2022 08:09,15-Jan-2022 10:31,15-Jan-2022 10:50,15-Jan-2022 02:20,15-Jan-2022 02:39,15-Jan-2022 05:01,15-Jan-2022 05:20,2:22,2.4,3:00,3.0,4999:55,3489,1,
VT-VPA,HAWKER 800XP,258415,0118,VAUD,143,Not A,Not A,17-Jan-2022 13:35,17-Jan-2022 13:53,17-Jan-2022 16:03,17-Jan-2022 16:20,17-Jan-2022 08:05,17-Jan-2022 08:23,17-Jan-2022 10:33,17-Jan-2022 10:50,2:10,2.2,2:45,2.8,5002:05,3490,1,
VT-VPA,HAWKER 800XP,258415,0119,143,VOGO,Not A,Not A,18-Jan-2022 15:05,18-Jan-2022 15:17,18-Jan-2022 16:44,18-Jan-2022 16:55,18-Jan-2022 09:35,18-Jan-2022 09:47,18-Jan-2022 11:14,18-Jan-2022 11:25,1:27,1.5,1:50,1.8,5003:32,3491,1,
VT-VPA,HAWKER 800XP,258415,0119,VOGO,143,Not A,Not A,18-Jan-2022 17:10,18-Jan-2022 17:18,18-Jan-2022 18:42,18-Jan-2022 18:50,18-Jan-2022 11:40,18-Jan-2022 11:48,18-Jan-2022 13:12,18-Jan-2022 13:20,1:24,1.4,1:40,1.7,5004:56,3492,1,
VT-VPA,HAWKER 800XP,258415,0120,143,131,Not A,Not A,19-Jan-2022 09:45,19-Jan-2022 09:58,19-Jan-2022 11:33,19-Jan-2022 11:45,19-Jan-2022 04:15,19-Jan-2022 04:28,19-Jan-2022 06:03,19-Jan-2022 06:15,1:35,1.6,2:00,2.0,5006:31,3493,1,
VT-VPA,HAWKER 800XP,258415,0120,131,DELHI,Not A,,19-Jan-2022 15:25,19-Jan-2022 15:41,19-Jan-2022 17:29,19-Jan-2022 17:45,19-Jan-2022 09:55,19-Jan-2022 10:11,19-Jan-2022 11:59,19-Jan-2022 12:15,1:48,1.8,2:20,2.3,5008:19,3494,1,
VT-VPA,HAWKER 800XP,258415,0121,DELHI,VIJP,,Not A,21-Jan-2022 12:55,21-Jan-2022 13:08,21-Jan-2022 13:52,21-Jan-2022 14:05,21-Jan-2022 07:25,21-Jan-2022 07:38,21-Jan-2022 08:22,21-Jan-2022 08:35,0:44,0.7,1:10,1.2,5009:03,3495,1,
VT-VPA,HAWKER 800XP,258415,0121,VIJP,143,Not A,Not A,21-Jan-2022 17:10,21-Jan-2022 17:27,21-Jan-2022 19:34,21-Jan-2022 19:50,21-Jan-2022 11:40,21-Jan-2022 11:57,21-Jan-2022 14:04,21-Jan-2022 14:20,2:07,2.1,2:40,2.7,5011:10,3496,1,
VT-VPA,HAWKER 800XP,258415,0122,143,VOBG,Not A,Not A,22-Jan-2022 11:05,22-Jan-2022 11:20,22-Jan-2022 11:56,22-Jan-2022 12:10,22-Jan-2022 05:35,22-Jan-2022 05:50,22-Jan-2022 06:26,22-Jan-2022 06:40,0:36,0.6,1:05,1.1,5011:46,3497,1,
VT-VPA,HAWKER 800XP,258415,0122,VOBG,143,Not A,Not A,22-Jan-2022 18:10,22-Jan-2022 18:22,22-Jan-2022 18:58,22-Jan-2022 19:10,22-Jan-2022 12:40,22-Jan-2022 12:52,22-Jan-2022 13:28,22-Jan-2022 13:40,0:36,0.6,1:00,1.0,5012:22,3498,1,
VT-VPA,HAWKER 800XP,258415,0123,143,VAAH,Not A,Not A,24-Jan-2022 16:30,24-Jan-2022 16:47,24-Jan-2022 18:58,24-Jan-2022 19:15,24-Jan-2022 11:00,24-Jan-2022 11:17,24-Jan-2022 13:28,24-Jan-2022 13:45,2:11,2.2,2:45,2.8,5014:33,3499,1,
VT-VPA,HAWKER 800XP,258415,0124,VAAH,143,Not A,Not A,27-Jan-2022 08:15,27-Jan-2022 08:31,27-Jan-2022 10:34,27-Jan-2022 10:50,27-Jan-2022 02:45,27-Jan-2022 03:01,27-Jan-2022 05:04,27-Jan-2022 05:20,2:03,2.1,2:35,2.6,5016:36,3500,1,
VT-VPA,HAWKER 800XP,258415,0125,143,131,Not A,Not A,30-Jan-2022 08:45,30-Jan-2022 09:02,30-Jan-2022 10:34,30-Jan-2022 10:50,30-Jan-2022 03:15,30-Jan-2022 03:32,30-Jan-2022 05:04,30-Jan-2022 05:20,1:32,1.5,2:05,2.1,5018:08,3501,1,
VT-VPA,HAWKER 800XP,258415,0125,131,143,Not A,Not A,30-Jan-2022 17:50,30-Jan-2022 18:06,30-Jan-2022 19:35,30-Jan-2022 19:50,30-Jan-2022 12:20,30-Jan-2022 12:36,30-Jan-2022 14:05,30-Jan-2022 14:20,1:29,1.5,2:00,2.0,5019:37,3502,1,
VT-VPA,HAWKER 800XP,258415,0126,143,DELHI,Not A,,01-Feb-2022 07:55,01-Feb-2022 08:12,01-Feb-2022 11:19,01-Feb-2022 11:35,01-Feb-2022 02:25,01-Feb-2022 02:42,01-Feb-2022 05:49,01-Feb-2022 06:05,3:07,3.1,3:40,3.7,5022:44,3503,1,
VT-VPA,HAWKER 800XP,258415,0126,DELHI,143,,Not A,01-Feb-2022 18:45,01-Feb-2022 19:00,01-Feb-2022 21:20,01-Feb-2022 21:35,01-Feb-2022 13:15,01-Feb-2022 13:30,01-Feb-2022 15:50,01-Feb-2022 16:05,2:20,2.3,2:50,2.8,5025:04,3504,1,
VT-VPA,HAWKER 800XP,258415,0127,143,V.R.,Not A,Not A,08-Feb-2022 19:15,08-Feb-2022 19:33,08-Feb-2022 20:13,08-Feb-2022 20:30,08-Feb-2022 13:45,08-Feb-2022 14:03,08-Feb-2022 14:43,08-Feb-2022 15:00,0:40,0.7,1:15,1.3,5025:44,3505,1,
VT-VPA,HAWKER 800XP,258415,0127,V.R.,143,Not A,Not A,08-Feb-2022 20:45,08-Feb-2022 20:52,08-Feb-2022 21:33,08-Feb-2022 21:40,08-Feb-2022 15:15,08-Feb-2022 15:22,08-Feb-2022 16:03,08-Feb-2022 16:10,0:41,0.7,0:55,0.9,5026:25,3506,1,
VT-VPA,HAWKER 800XP,258415,0128,143,131,Not A,Not A,10-Feb-2022 07:50,10-Feb-2022 08:06,10-Feb-2022 09:39,10-Feb-2022 09:55,10-Feb-2022 02:20,10-Feb-2022 02:36,10-Feb-2022 04:09,10-Feb-2022 04:25,1:33,1.6,2:05,2.1,5027:58,3507,1,
VT-VPA,HAWKER 800XP,258415,0128,131,143,Not A,Not A,10-Feb-2022 18:10,10-Feb-2022 18:26,10-Feb-2022 19:55,10-Feb-2022 20:10,10-Feb-2022 12:40,10-Feb-2022 12:56,10-Feb-2022 14:25,10-Feb-2022 14:40,1:29,1.5,2:00,2.0,5029:27,3508,1,
VT-VPA,HAWKER 800XP,258415,0129,143,DELHI,Not A,,12-Feb-2022 07:05,12-Feb-2022 07:23,12-Feb-2022 09:58,12-Feb-2022 10:15,12-Feb-2022 01:35,12-Feb-2022 01:53,12-Feb-2022 04:28,12-Feb-2022 04:45,2:35,2.6,3:10,3.2,5032:02,3509,1,
VT-VPA,HAWKER 800XP,258415,0129,DELHI,143,,Not A,12-Feb-2022 14:55,12-Feb-2022 15:13,12-Feb-2022 17:37,12-Feb-2022 17:55,12-Feb-2022 09:25,12-Feb-2022 09:43,12-Feb-2022 12:07,12-Feb-2022 12:25,2:24,2.4,3:00,3.0,5034:26,3510,1,
VT-VPA,HAWKER 800XP,258415,0130,143,TV,Not A,Not A,13-Feb-2022 18:10,13-Feb-2022 18:27,13-Feb-2022 19:28,13-Feb-2022 19:45,13-Feb-2022 12:40,13-Feb-2022 12:57,13-Feb-2022 13:58,13-Feb-2022 14:15,1:01,1.0,1:35,1.6,5035:27,3511,1,
VT-VPA,HAWKER 800XP,258415,0130,TV,VOBG,Not A,Not A,13-Feb-2022 20:05,13-Feb-2022 20:14,13-Feb-2022 21:07,13-Feb-2022 21:15,13-Feb-2022 14:35,13-Feb-2022 14:44,13-Feb-2022 15:37,13-Feb-2022 15:45,0:53,0.9,1:10,1.2,5036:20,3512,1,
VT-VPA,HAWKER 800XP,258415,0131,VOBG,143,Not A,Not A,14-Feb-2022 12:15,14-Feb-2022 12:29,14-Feb-2022 13:02,14-Feb-2022 13:15,14-Feb-2022 06:45,14-Feb-2022 06:59,14-Feb-2022 07:32,14-Feb-2022 07:45,0:33,0.6,1:00,1.0,5036:53,3513,1,
VT-VPA,HAWKER 800XP,258415,0132,143,VOBG,Not A,Not A,15-Feb-2022 08:20,15-Feb-2022 08:33,15-Feb-2022 09:08,15-Feb-2022 09:20,15-Feb-2022 02:50,15-Feb-2022 03:03,15-Feb-2022 03:38,15-Feb-2022 03:50,0:35,0.6,1:00,1.0,5037:28,3514,1,
VT-VPA,HAWKER 800XP,258415,0132,VOBG,143,Not A,Not A,15-Feb-2022 10:40,15-Feb-2022 10:54,15-Feb-2022 11:26,15-Feb-2022 11:40,15-Feb-2022 05:10,15-Feb-2022 05:24,15-Feb-2022 05:56,15-Feb-2022 06:10,0:32,0.5,1:00,1.0,5038:00,3515,1,
VT-VPA,HAWKER 800XP,258415,0133,143,VOBG,Not A,Not A,17-Feb-2022 12:20,17-Feb-2022 12:32,17-Feb-2022 13:08,17-Feb-2022 13:20,17-Feb-2022 06:50,17-Feb-2022 07:02,17-Feb-2022 07:38,17-Feb-2022 07:50,0:36,0.6,1:00,1.0,5038:36,3516,1,
VT-VPA,HAWKER 800XP,258415,0133,VOBG,Kol,Not A,Not A,17-Feb-2022 13:55,17-Feb-2022 14:09,17-Feb-2022 16:11,17-Feb-2022 16:25,17-Feb-2022 08:25,17-Feb-2022 08:39,17-Feb-2022 10:41,17-Feb-2022 10:55,2:02,2.0,2:30,2.5,5040:38,3517,1,
VT-VPA,HAWKER 800XP,258415,0133,Kol,84,Not A,Not A,17-Feb-2022 17:10,17-Feb-2022 17:23,17-Feb-2022 19:48,17-Feb-2022 20:00,17-Feb-2022 11:40,17-Feb-2022 11:53,17-Feb-2022 14:18,17-Feb-2022 14:30,2:25,2.4,2:50,2.8,5043:03,3518,1,
VT-VPA,HAWKER 800XP,258415,0134,84,143,Not A,Not A,17-Feb-2022 20:35,17-Feb-2022 20:55,17-Feb-2022 21:41,17-Feb-2022 22:00,17-Feb-2022 15:05,17-Feb-2022 15:25,17-Feb-2022 16:11,17-Feb-2022 16:30,0:46,0.8,1:25,1.4,5043:49,3519,1,
VT-VPA,HAWKER 800XP,258415,0135,143,84,Not A,Not A,18-Feb-2022 16:00,18-Feb-2022 16:08,18-Feb-2022 17:07,18-Feb-2022 17:15,18-Feb-2022 10:30,18-Feb-2022 10:38,18-Feb-2022 11:37,18-Feb-2022 11:45,0:59,1.0,1:15,1.3,5044:48,3520,1,
VT-VPA,HAWKER 800XP,258415,0135,84,143,Not A,Not A,18-Feb-2022 17:50,18-Feb-2022 18:04,18-Feb-2022 18:47,18-Feb-2022 19:00,18-Feb-2022 12:20,18-Feb-2022 12:34,18-Feb-2022 13:17,18-Feb-2022 13:30,0:43,0.7,1:10,1.2,5045:31,3521,1,
VT-VPA,HAWKER 800XP,258415,0136,143,83,Not A,Not A,22-Feb-2022 11:35,22-Feb-2022 11:44,22-Feb-2022 12:46,22-Feb-2022 12:55,22-Feb-2022 06:05,22-Feb-2022 06:14,22-Feb-2022 07:16,22-Feb-2022 07:25,1:02,1.0,1:20,1.3,5046:33,3522,1,
VT-VPA,HAWKER 800XP,258415,0136,83,143,Not A,Not A,22-Feb-2022 16:55,22-Feb-2022 17:04,22-Feb-2022 18:02,22-Feb-2022 18:10,22-Feb-2022 11:25,22-Feb-2022 11:34,22-Feb-2022 12:32,22-Feb-2022 12:40,0:58,1.0,1:15,1.3,5047:31,3523,1,
VT-VPA,HAWKER 800XP,258415,0137,143,VEBS,Not A,Not A,23-Feb-2022 09:40,23-Feb-2022 09:51,23-Feb-2022 11:19,23-Feb-2022 11:30,23-Feb-2022 04:10,23-Feb-2022 04:21,23-Feb-2022 05:49,23-Feb-2022 06:00,1:28,1.5,1:50,1.8,5048:59,3524,1,
VT-VPA,HAWKER 800XP,258415,0137,VEBS,143,Not A,Not A,23-Feb-2022 12:25,23-Feb-2022 12:38,23-Feb-2022 14:13,23-Feb-2022 14:25,23-Feb-2022 06:55,23-Feb-2022 07:08,23-Feb-2022 08:43,23-Feb-2022 08:55,1:35,1.6,2:00,2.0,5050:34,3525,1,
VT-VPA,HAWKER 800XP,258415,0137,143,VOBG,Not A,Not A,23-Feb-2022 15:45,23-Feb-2022 15:53,23-Feb-2022 16:27,23-Feb-2022 16:35,23-Feb-2022 10:15,23-Feb-2022 10:23,23-Feb-2022 10:57,23-Feb-2022 11:05,0:34,0.6,0:50,0.8,5051:08,3526,1,
VT-VPA,HAWKER 800XP,258415,0138,VOBG,143,Not A,Not A,23-Feb-2022 16:45,23-Feb-2022 17:00,23-Feb-2022 17:35,23-Feb-2022 17:50,23-Feb-2022 11:15,23-Feb-2022 11:30,23-Feb-2022 12:05,23-Feb-2022 12:20,0:35,0.6,1:05,1.1,5051:43,3527,1,
VT-VPA,HAWKER 800XP,258415,0139,143,VEBS,Not A,Not A,01-Mar-2022 16:05,01-Mar-2022 16:15,01-Mar-2022 17:45,01-Mar-2022 17:55,01-Mar-2022 10:35,01-Mar-2022 10:45,01-Mar-2022 12:15,01-Mar-2022 12:25,1:30,1.5,1:50,1.8,5053:13,3528,1,
VT-VPA,HAWKER 800XP,258415,0139,VEBS,143,Not A,Not A,01-Mar-2022 18:20,01-Mar-2022 18:30,01-Mar-2022 20:06,01-Mar-2022 20:15,01-Mar-2022 12:50,01-Mar-2022 13:00,01-Mar-2022 14:36,01-Mar-2022 14:45,1:36,1.6,1:55,1.9,5054:49,3529,1,
VT-VPA,HAWKER 800XP,258415,0140,143,vohs,Not A,Not A,02-Mar-2022 16:55,02-Mar-2022 17:07,02-Mar-2022 17:59,02-Mar-2022 18:10,02-Mar-2022 11:25,02-Mar-2022 11:37,02-Mar-2022 12:29,02-Mar-2022 12:40,0:52,0.9,1:15,1.3,5055:41,3530,1,
VT-VPA,HAWKER 800XP,258415,0140,vohs,143,Not A,Not A,02-Mar-2022 20:10,02-Mar-2022 20:25,02-Mar-2022 21:25,02-Mar-2022 21:40,02-Mar-2022 14:40,02-Mar-2022 14:55,02-Mar-2022 15:55,02-Mar-2022 16:10,1:00,1.0,1:30,1.5,5056:41,3531,1,
VT-VPA,HAWKER 800XP,258415,0141,143,vosm,Not A,Not A,03-Mar-2022 16:00,03-Mar-2022 16:17,03-Mar-2022 16:54,03-Mar-2022 17:10,03-Mar-2022 10:30,03-Mar-2022 10:47,03-Mar-2022 11:24,03-Mar-2022 11:40,0:37,0.6,1:10,1.2,5057:18,3532,1,
VT-VPA,HAWKER 800XP,258415,0141,vosm,143,Not A,Not A,03-Mar-2022 17:35,03-Mar-2022 17:43,03-Mar-2022 18:17,03-Mar-2022 18:25,03-Mar-2022 12:05,03-Mar-2022 12:13,03-Mar-2022 12:47,03-Mar-2022 12:55,0:34,0.6,0:50,0.8,5057:52,3533,1,
VT-VPA,HAWKER 800XP,258415,0142,143,87,Not A,Not A,04-Mar-2022 09:30,04-Mar-2022 09:44,04-Mar-2022 10:32,04-Mar-2022 10:45,04-Mar-2022 04:00,04-Mar-2022 04:14,04-Mar-2022 05:02,04-Mar-2022 05:15,0:48,0.8,1:15,1.3,5058:40,3534,1,
VT-VPA,HAWKER 800XP,258415,0142,87,143,Not A,Not A,04-Mar-2022 13:50,04-Mar-2022 14:04,04-Mar-2022 14:52,04-Mar-2022 15:05,04-Mar-2022 08:20,04-Mar-2022 08:34,04-Mar-2022 09:22,04-Mar-2022 09:35,0:48,0.8,1:15,1.3,5059:28,3535,1,
VT-VPA,HAWKER 800XP,258415,0143,143,87,Not A,Not A,19-Mar-2022 14:05,19-Mar-2022 14:18,19-Mar-2022 15:02,19-Mar-2022 15:15,19-Mar-2022 08:35,19-Mar-2022 08:48,19-Mar-2022 09:32,19-Mar-2022 09:45,0:44,0.7,1:10,1.2,5060:12,3536,1,
VT-VPA,HAWKER 800XP,258415,0143,87,84,Not A,Not A,19-Mar-2022 18:40,19-Mar-2022 18:46,19-Mar-2022 19:15,19-Mar-2022 19:20,19-Mar-2022 13:10,19-Mar-2022 13:16,19-Mar-2022 13:45,19-Mar-2022 13:50,0:29,0.5,0:40,0.7,5060:41,3537,1,
VT-VPA,HAWKER 800XP,258415,0144,84,219,Not A,Not A,20-Mar-2022 11:35,20-Mar-2022 11:46,20-Mar-2022 12:54,20-Mar-2022 13:05,20-Mar-2022 06:05,20-Mar-2022 06:16,20-Mar-2022 07:24,20-Mar-2022 07:35,1:08,1.1,1:30,1.5,5061:49,3538,1,
VT-VPA,HAWKER 800XP,258415,0144,219,143,Not A,Not A,20-Mar-2022 14:30,20-Mar-2022 14:41,20-Mar-2022 15:35,20-Mar-2022 15:45,20-Mar-2022 09:00,20-Mar-2022 09:11,20-Mar-2022 10:05,20-Mar-2022 10:15,0:54,0.9,1:15,1.3,5062:43,3539,1,
VT-VPA,HAWKER 800XP,258415,0145,143,84,Not A,Not A,20-Mar-2022 16:40,20-Mar-2022 16:52,20-Mar-2022 17:34,20-Mar-2022 17:45,20-Mar-2022 11:10,20-Mar-2022 11:22,20-Mar-2022 12:04,20-Mar-2022 12:15,0:42,0.7,1:05,1.1,5063:25,3540,1,
VT-VPA,HAWKER 800XP,258415,0145,84,143,Not A,Not A,20-Mar-2022 19:45,20-Mar-2022 20:00,20-Mar-2022 20:46,20-Mar-2022 21:00,20-Mar-2022 14:15,20-Mar-2022 14:30,20-Mar-2022 15:16,20-Mar-2022 15:30,0:46,0.8,1:15,1.3,5064:11,3541,1,
VT-VPA,HAWKER 800XP,258415,0146,143,VOBG,Not A,Not A,22-Mar-2022 08:00,22-Mar-2022 08:13,22-Mar-2022 08:48,22-Mar-2022 09:00,22-Mar-2022 02:30,22-Mar-2022 02:43,22-Mar-2022 03:18,22-Mar-2022 03:30,0:35,0.6,1:00,1.0,5064:46,3542,1,
VT-VPA,HAWKER 800XP,258415,0146,VOBG,143,Not A,Not A,22-Mar-2022 16:20,22-Mar-2022 16:35,22-Mar-2022 17:20,22-Mar-2022 17:35,22-Mar-2022 10:50,22-Mar-2022 11:05,22-Mar-2022 11:50,22-Mar-2022 12:05,0:45,0.8,1:15,1.3,5065:31,3543,1,
VT-VPA,HAWKER 800XP,258415,0147,143,110,Not A,Not A,24-Mar-2022 07:50,24-Mar-2022 08:03,24-Mar-2022 10:48,24-Mar-2022 11:00,24-Mar-2022 02:20,24-Mar-2022 02:33,24-Mar-2022 05:18,24-Mar-2022 05:30,2:45,2.8,3:10,3.2,5068:16,3544,1,
VT-VPA,HAWKER 800XP,258415,0147,110,143,Not A,Not A,24-Mar-2022 15:35,24-Mar-2022 15:49,24-Mar-2022 18:36,24-Mar-2022 18:50,24-Mar-2022 10:05,24-Mar-2022 10:19,24-Mar-2022 13:06,24-Mar-2022 13:20,2:47,2.8,3:15,3.3,5071:03,3545,1,
VT-VPA,HAWKER 800XP,258415,0148,143,131,Not A,Not A,25-Mar-2022 09:10,25-Mar-2022 09:25,25-Mar-2022 10:55,25-Mar-2022 11:10,25-Mar-2022 03:40,25-Mar-2022 03:55,25-Mar-2022 05:25,25-Mar-2022 05:40,1:30,1.5,2:00,2.0,5072:33,3546,1,
VT-VPA,HAWKER 800XP,258415,0149,131,143,Not A,Not A,26-Mar-2022 16:10,26-Mar-2022 16:27,26-Mar-2022 17:59,26-Mar-2022 18:15,26-Mar-2022 10:40,26-Mar-2022 10:57,26-Mar-2022 12:29,26-Mar-2022 12:45,1:32,1.5,2:05,2.1,5074:05,3547,1,
VT-VPA,HAWKER 800XP,258415,0150,143,219,Not A,Not A,28-Mar-2022 07:50,28-Mar-2022 08:04,28-Mar-2022 08:57,28-Mar-2022 09:10,28-Mar-2022 02:20,28-Mar-2022 02:34,28-Mar-2022 03:27,28-Mar-2022 03:40,0:53,0.9,1:20,1.3,5074:58,3548,1,
VT-VPA,HAWKER 800XP,258415,0150,219,143,Not A,Not A,28-Mar-2022 15:40,28-Mar-2022 15:55,28-Mar-2022 16:50,28-Mar-2022 17:05,28-Mar-2022 10:10,28-Mar-2022 10:25,28-Mar-2022 11:20,28-Mar-2022 11:35,0:55,0.9,1:25,1.4,5075:53,3549,1,
VT-VPA,HAWKER 800XP,258415,0151,143,VOGO,Not A,Not A,31-Mar-2022 16:05,31-Mar-2022 16:15,31-Mar-2022 17:20,31-Mar-2022 17:30,31-Mar-2022 10:35,31-Mar-2022 10:45,31-Mar-2022 11:50,31-Mar-2022 12:00,1:05,1.1,1:25,1.4,5076:58,3550,1,
VT-VPA,HAWKER 800XP,258415,0151,VOGO,143,Not A,Not A,31-Mar-2022 17:40,31-Mar-2022 17:48,31-Mar-2022 19:03,31-Mar-2022 19:10,31-Mar-2022 12:10,31-Mar-2022 12:18,31-Mar-2022 13:33,31-Mar-2022 13:40,1:15,1.3,1:30,1.5,5078:13,3551,1,
VT-VPA,HAWKER 800XP,258415,0152,143,VOGO,Not A,Not A,01-Apr-2022 22:45,01-Apr-2022 22:54,02-Apr-2022 00:01,02-Apr-2022 00:10,01-Apr-2022 17:15,01-Apr-2022 17:24,01-Apr-2022 18:31,01-Apr-2022 18:40,1:07,1.1,1:25,1.4,5079:20,3552,1,
VT-VPA,HAWKER 800XP,258415,0152,VOGO,143,Not A,Not A,02-Apr-2022 00:25,02-Apr-2022 00:37,02-Apr-2022 01:48,02-Apr-2022 02:00,01-Apr-2022 18:55,01-Apr-2022 19:07,01-Apr-2022 20:18,01-Apr-2022 20:30,1:11,1.2,1:35,1.6,5080:31,3553,1,
VT-VPA,HAWKER 800XP,258415,0153,143,DELHI,Not A,,08-Apr-2022 06:05,08-Apr-2022 06:20,08-Apr-2022 08:51,08-Apr-2022 09:05,08-Apr-2022 00:35,08-Apr-2022 00:50,08-Apr-2022 03:21,08-Apr-2022 03:35,2:31,2.5,3:00,3.0,5083:02,3554,1,
VT-VPA,HAWKER 800XP,258415,0154,DELHI,143,,Not A,09-Apr-2022 06:10,09-Apr-2022 06:25,09-Apr-2022 08:55,09-Apr-2022 09:10,09-Apr-2022 00:40,09-Apr-2022 00:55,09-Apr-2022 03:25,09-Apr-2022 03:40,2:30,2.5,3:00,3.0,5085:32,3555,1,
VT-VPA,HAWKER 800XP,258415,0155,143,84,Not A,Not A,10-Apr-2022 07:00,10-Apr-2022 07:17,10-Apr-2022 07:59,10-Apr-2022 08:15,10-Apr-2022 01:30,10-Apr-2022 01:47,10-Apr-2022 02:29,10-Apr-2022 02:45,0:42,0.7,1:15,1.3,5086:14,3556,1,
VT-VPA,HAWKER 800XP,258415,0155,84,143,Not A,Not A,10-Apr-2022 13:30,10-Apr-2022 13:43,10-Apr-2022 14:27,10-Apr-2022 14:40,10-Apr-2022 08:00,10-Apr-2022 08:13,10-Apr-2022 08:57,10-Apr-2022 09:10,0:44,0.7,1:10,1.2,5086:58,3557,1,
VT-VPA,HAWKER 800XP,258415,0156,143,143,Not A,Not A,13-Apr-2022 17:30,13-Apr-2022 17:30,13-Apr-2022 17:30,13-Apr-2022 17:30,13-Apr-2022 12:00,13-Apr-2022 12:00,13-Apr-2022 12:00,13-Apr-2022 12:00,0:00,0.0,0:00,0.0,5086:58,3557,0,
VT-VPA,HAWKER 800XP,258415,0157,143,131,Not A,Not A,16-Apr-2022 08:00,16-Apr-2022 08:12,16-Apr-2022 09:48,16-Apr-2022 10:00,16-Apr-2022 02:30,16-Apr-2022 02:42,16-Apr-2022 04:18,16-Apr-2022 04:30,1:36,1.6,2:00,2.0,5088:34,3558,1,
